name,pe,roic,pe_rank,roic_rank,rank,Full Name,Website
KODK,-1.9788679245283016,-0.02918918918918919,889,355,1244,Eastman Kodak Company Common New,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
KOP,6.388282049180328,0.08427095292766934,689,76,765,Koppers Holdings Inc. Koppers Holdings Inc. Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
KOS,-3.280024029000015,-0.1223207530447022,389,749,1138,Kosmos Energy Ltd. Common Shares,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
KR,9.184896321070234,0.11745781231030715,625,700,1325,Kroger Company (The) Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
KRA,-5.88392443329403,-0.12511650155088838,901,401,1302,"Kraton Performance Polymers, Inc Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
KRC,42.523917051922716,0.021829100278985953,730,139,869,Kilroy Realty Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
KRG,-108.46103050419131,-0.006650911559601396,155,798,953,Kite Realty Group Trust Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
KRO,28.178333333333335,0.04504504504504504,505,620,1125,Kronos Worldwide Inc Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
KSS,-36.3497510373444,-0.03768908640287155,581,890,1471,Kohl's Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
KSU,35.58169759184391,0.08248230124501586,399,958,1357,Kansas City Southern Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
KT,0.007832615581913185,0.04823563936501843,828,570,1398,KT Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
KTF,11.525559768193586,0.054607665823097375,560,1038,1598,Deutsche Municiple Income Trust Common Shares,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
KW,26.242169791462306,0.022372620877172244,973,1147,2120,Kennedy,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
KWR,-130.08799264346135,-0.022018011962909957,748,227,975,Quaker Chemical Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
KYN,-0.9050798630545649,-1.0281802038678618,1055,623,1678,Kayne Anderson MLP Investment Company Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
L,-15.053387755102039,-0.018305949433565907,1108,668,1776,Loews Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
LAD,19.509198384010208,0.11959648863971672,861,861,1722,"Lithia Motors, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
LADR,-97.39319478712356,0.007581251755466518,71,853,924,Ladder Capital Corp Class A Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
LAZ,11.524622595232831,0.10525496094816894,303,283,586,"Lazard LTD. Lazard, LTD. Class A Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
LB,-49.67781137472063,-0.06056046481930788,1005,631,1636,"L Brands, Inc.",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
LC,-5.751631168572478,-0.08110218488670723,333,23,356,LendingClub Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
LDL,-9.534958833502882,-0.13710526629161685,759,272,1031,"Lydall, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
LDOS,12.656752716820755,0.15376532399299475,385,591,976,"Leidos Holdings, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
LEA,63.085765303826385,0.03682635836442212,708,527,1235,Lear Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
LEG,26.962552504038772,0.08561899679829242,260,760,1020,"Leggett & Platt, Incorporated Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
LEN,11.496737641965472,0.11080740663700535,847,229,1076,Lennar Corporation Class A Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
LEO,18.381743097851476,0.0358621312665299,50,1023,1073,"Dreyfus Strategic Municipals, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
LFC,1.6692334637464146,0.011297539209704338,116,790,906,China Life Insurance Company Limited American Depositary Shares,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
LH,14.838032581453634,0.13058752912929877,666,329,995,Laboratory Corporation of America Holdings Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
LII,31.406429974740387,0.33443509615384615,853,476,1329,"Lennox International, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
LL,12.01223516857408,0.12413994209579882,529,955,1484,"Lumber Liquidators Holdings, Inc Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
LLY,31.69042383286565,0.21170080377143025,989,205,1194,Eli Lilly and Company Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
LMT,13.957779086784722,0.22391712211436496,434,1129,1563,Lockheed Martin Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
LNN,48.50372000321036,0.09405581464209045,1049,973,2022,Lindsay Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
LNT,20.177919135308247,0.03457625053311399,1020,647,1667,Alliant Energy Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
LOW,27.61859037433155,0.18680546685400434,943,324,1267,"Lowe's Companies, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
LPG,8.72876583935602,0.04910608989124077,172,969,1141,Dorian LPG Ltd. Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
LPX,11.195763527054106,0.345,741,757,1498,Louisiana,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
LRN,20.459976979865772,0.053064198696578496,490,391,881,K12 Inc Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
LTC,17.707861018123054,0.06713289755456824,310,500,810,"LTC Properties, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
LUV,-11.311532205595316,-0.15715235211579648,170,127,297,Southwest Airlines Company Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
LVS,-28.646599406528193,-117.90463833927993,339,145,484,Las Vegas Sands Corp. Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
LXFR,29.191675585749998,0.09608540925266904,113,564,677,Luxfer Holdings PLC American Depositary Shares (each representing one,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
LXP,11.077184272056332,0.08182973300981912,800,336,1136,Lexington Realty Trust Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
LYB,25.955292350877194,0.044279455536604125,94,719,813,LyondellBasell Industries NV Ordinary Shares Class A (Netherlands),https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
LYG,80.39915966386555,0.004738632481171735,102,1033,1135,Lloyds Banking Group Plc American Depositary Shares,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
LYV,-10.94223304405261,-0.27333103283596855,935,990,1925,"Live Nation Entertainment, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
LZB,49.57004619404313,0.056161211611628445,716,282,998,La,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
M,-1.3886979537602977,-0.370452917296824,764,844,1608,Macy's Inc Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
MA,60.437853688972076,0.35699498550857983,739,330,1069,Mastercard Incorporated Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
MAA,45.64209234462147,0.03329968572419958,858,650,1508,Mid,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
MAC,-8.830873833095138,-0.028238770217283583,418,1112,1530,Macerich Company (The) Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
MAIN,86.23511226559575,0.005764224551165088,66,12,78,Main Street Capital Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
MAN,241.890756302521,0.03180858853426369,488,1092,1580,ManpowerGroup Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
MANU,-126.73904378148004,-0.03424661674131293,425,951,1376,Manchester United Ltd. Class A Ordinary Shares,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
MAS,8.222481392870149,0.37809003382773876,107,1087,1194,Masco Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
MATX,17.085270551508845,0.10836716755263488,1155,42,1197,"Matson, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
MBI,-0.827960175847751,-0.11481922924116011,967,457,1424,MBIA Inc. Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
MBT,0.12332676654668094,0.1368560686042789,700,52,752,Mobile TeleSystems OJSC,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
MC,17.83693325905464,0.41957410850617993,653,554,1207,Moelis & Company Class A Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
MCD,33.717827638985305,0.13221273920457483,682,446,1128,McDonald's Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
MCK,-7.0459811185468455,-0.24413758473512429,962,731,1693,McKesson Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
MCO,30.797932508436443,0.21880828506920585,578,807,1385,Moody's Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
MCS,-3.623217536082369,-0.18885478777684112,322,263,585,Marcus Corporation (The) Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
MCY,9.635008422159757,0.08015526136414691,402,762,1164,Mercury General Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
MD,-2.9923338958025734,0.003970914856766381,1128,738,1866,"Mednax, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
MDC,10.598934784619486,0.14444844714888344,311,665,976,"M.D.C. Holdings, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
MDP,-18.725800915331806,-0.019679974269287984,942,858,1800,Meredith Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
MDT,54.8756882312457,0.02990464501510574,801,1190,1991,Medtronic Inc. Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
MDU,15.887700055099245,0.06701368858297425,451,1019,1470,"MDU Resources Group, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
MED,28.855920823651797,0.8150412179635048,879,1072,1951,MEDIFAST INC Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
MEN,17.73899427577146,0.035572733359447016,1109,183,1292,"Blackrock MuniEnhanced Fund, Inc Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
MFA,-2.8658388922415696,-0.10945369012904577,412,781,1193,"MFA Financial, Inc.",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
MFG,0.09331314952463267,0.01829482113001953,636,280,916,"Mizuho Financial Group, Inc. Sponosred ADR (Japan)",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
MFL,5.968979570610868,0.09345159277572816,668,991,1659,Blackrock MuniHoldings Investment Quality Fund Common Shares of Beneficial Interest,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
MG,-3.109244836205762,-0.24568646666455915,138,424,562,Mistras Group Inc Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
MGM,-18.606633933655072,-0.04363599756812904,546,402,948,MGM Resorts International Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
MHK,25.465557312896493,0.0488750766005746,1178,698,1876,"Mohawk Industries, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
MHO,6.839689336901874,0.1261683193780683,474,332,806,"M/I Homes, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
MIC,-2.978552426465517,-0.010818120351588911,87,486,573,Macquarie Infrastructure Company LLC (New) Shares representing one Limited Liability Interest,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
MIXT,25.989313187092403,0.08715747048386743,139,1182,1321,"MiX Telematics Limited American Depositary Shares, each representing 25 Ordinary Shares",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
MKC,30.567991967871485,0.09742342143094106,407,48,455,"McCormick & Company, Incorporated Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
MKL,19.216386051983385,0.026358354364446734,656,6,662,Markel Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
MLI,86.41430998712262,0.0421868494648527,478,548,1026,"Mueller Industries, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
MLM,29.39956790123457,0.08820116054158607,65,360,425,"Martin Marietta Materials, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
MLR,17.101765001676164,0.13240630039481732,58,987,1045,"Miller Industries, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
MMC,29.30465029761905,0.10542407428377307,230,561,791,"Marsh & McLennan Companies, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
MMD,12.906984171442554,0.07686856500663697,731,724,1455,MainStay DefinedTerm Municipal Opportunities Fund Common Shares of Beneficial Interest,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
MMI,31.3451643400719,0.09010860573310767,971,442,1413,"Marcus & Millichap, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
MMM,19.738995913818723,0.17034724337496193,122,931,1053,3M Company Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
MMP,12.398007699228241,0.10733899000943652,595,1161,1756,Magellan Midstream Partners L.P. Limited Partnership,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
MMS,24.62309135236432,0.19375599555711523,951,789,1740,"Maximus, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
MMU,14.50375993073395,0.047993431852652195,746,32,778,"Western Asset Managed Municipals Fund, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
MNR,828.959846368715,0.00101455757874039,1000,25,1025,Monmouth Real Estate Investment Corporation Class A Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
MO,19.944610476830086,0.17965633229902742,19,92,111,"Altria Group, Inc.",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
MODN,-128.09266627514384,-0.03837726805087916,411,28,439,"Model N, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
MOH,19.947347696879643,0.2104225968907379,623,39,662,Molina Healthcare Inc Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
MOS,19.020450382825402,0.010869238672619012,727,679,1406,Mosaic Company (The) Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
MOV,-4.243464300436075,-0.281512457206391,993,443,1436,Movado Group Inc. Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
MPC,-3.9204406676165275,-0.18530829556083173,526,1193,1719,Marathon Petroleum Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
MPLX,-13.825893574297188,-0.05581964646608409,301,984,1285,MPLX LP Common Units Representing Limited Partner Interests,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
MPW,26.896824267006608,0.028556676955611995,443,1109,1552,"Medical Properties Trust, Inc. common stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
MPX,32.1935609956799,0.2501636661211129,833,1157,1990,Marine Products Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
MQY,17.041058289317448,0.03743743751328924,896,120,1016,"Blackrock MuniYield Quality Fund, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
MRC,-2.9723795620437956,-0.20477568740955138,281,556,837,MRC Global Inc. Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
MRK,26.83127734795982,0.13681704299652978,1168,977,2145,"Merck & Company, Inc. Common Stock (new)",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
MRO,-6.824224672639559,-0.08749925341933942,1122,18,1140,Marathon Oil Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
MSA,53.442628047155985,0.10443045471045924,572,165,737,MSA Safety Incorporated Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
MSCI,56.705727623782444,0.2160060915150031,694,788,1482,MSCI Inc Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
MSI,31.998473684210527,0.15879247326384188,166,99,265,"Motorola Solutions, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
MSM,22.189689069345015,0.16823041478813808,782,178,960,"MSC Industrial Direct Company, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
MTB,15.65480771582202,0.012414065188523917,719,953,1672,M&T Bank Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
MTDR,-6.114382003701785,-0.15322794834681058,587,1012,1599,Matador Resources Company Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
MTG,9.859829699188285,0.07867269137065391,679,312,991,MGIC Investment Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
MTH,8.057311010095047,0.1572536852786612,220,803,1023,Meritage Homes Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
MTN,239.46786931046526,0.017639822948660608,969,89,1058,"Vail Resorts, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
MTOR,9.452134146341464,0.1437584497521406,806,458,1264,"Meritor, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
MTRN,102.20993273832622,0.008888521293782009,778,944,1722,Materion Corporation,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
MTW,-34.6456476973822,-0.001712768690588336,613,487,1100,"Manitowoc Company, Inc. (The) Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
MTX,16.45073760580411,0.06919275123558484,406,1180,1586,Minerals Technologies Inc. Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
MTZ,21.632796610169493,0.11151403879191639,516,1186,1702,"MasTec, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
MUA,111.36292986887058,0.009061147702747031,742,609,1351,"Blackrock MuniAssets Fund, Inc Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
MUI,19.081117776033153,0.032337325109607594,686,342,1028,Blackrock Muni Intermediate Duration Fund Inc Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
MUR,-2.642709799203849,-0.15639709223080417,413,1020,1433,Murphy Oil Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
MUSA,9.668983786583787,0.2362851573377889,108,602,710,Murphy USA Inc. Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
MUX,-3.374917988817835,-0.28592433899230163,62,44,106,McEwen Mining Inc. Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
MWA,27.34484693877551,0.0818268315889629,396,896,1292,MUELLER WATER PRODUCTS Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
MX,2.180987708318235,0.027208645672139712,691,313,1004,"MagnaChip Semiconductor Corporation Depositary Shares, each representing one share of common stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
MXL,-26.24345034637347,-0.14560695554279324,693,142,835,"MaxLinear, Inc Class A Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
MYD,35.77666413900491,0.018509836823342108,338,118,456,"Blackrock MuniYield Fund, Inc.  Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
MYE,18.47922258268593,0.21959262128361165,231,148,379,"Myers Industries, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
MYI,8.202441789803723,0.07271767230989286,214,1194,1408,"Blackrock MuniYield Quality Fund III, Inc Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
NAC,5.945261816503284,0.09731720660059695,44,100,144,Nuveen California Dividend Advantage Municipal Fund Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
NAD,15.07576483411673,0.04174238838119998,929,358,1287,Nuveen Dividend Advantage Municipal Fund Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
NAT,17.992101323725365,0.030218388734065887,972,785,1757,Nordic American Tankers Limited Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
NAV,-12.679201729106628,-0.11879975505205144,881,388,1269,Navistar International Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
NBB,13.48778425164637,0.07854689370621355,792,317,1109,Nuveen Build America Bond Fund Common Shares of Beneficial Interest,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
NBL,-0.728838129496403,-0.40814217813597853,329,35,364,Noble Energy Inc. Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
NBR,-1.133153675148112,-0.1414540496423487,631,1068,1699,Nabors Industries Ltd.,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
NCR,-60.92392405063292,-0.009326588681631363,539,1051,1590,NCR Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
NEA,13.753410748565228,0.04599248889723522,831,1151,1982,Nuveen AMT,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
NEE,41.26722591549296,0.029918975145078287,535,209,744,"NextEra Energy, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
NEM,16.46523860021209,0.08271052631578947,265,1073,1338,Newmont Mining Corporation,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
NEP,-111.1441865675,-0.02104487389452997,767,517,1284,"NextEra Energy Partners, LP Common Units representing limited partner interests",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
NEU,16.11018322987197,0.20431905366900618,189,251,440,NewMarket Corp Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
NEV,19.73350330037498,0.04172650660871954,197,1037,1234,Nuveen Enhanced Municipal Value Fund Common Shares of Beneficial Interest,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
NEWR,-23.544886337889885,-0.16924007583749529,635,854,1489,"New Relic, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
NFG,-21.338815513102194,-0.03605820696027371,1079,240,1319,National Fuel Gas Company Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
NGL,-0.7569357102653779,-0.03619427480087071,397,726,1123,NGL ENERGY PARTNERS LP Common Units representing Limited Partner Interests,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
NHI,18.22616448910472,0.05986851032210125,1053,21,1074,"National Health Investors, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
NI,-137.79502508090616,-0.004086668610220316,247,670,917,NiSource Inc Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
NID,15.386052451569999,0.06533798335346894,1047,888,1935,Nuveen Intermediate Duration Municipal Term Fund Common Shares of Beneficial Interest,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
NJR,21.10227474771421,0.03746479514201146,388,126,514,NewJersey Resources Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
NKE,77.06759023354564,0.12509146928557674,25,793,818,"Nike, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
NLS,9.629469990642963,0.3857474702475657,781,712,1493,"Nautilus, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
NLSN,-1552.82101962,0.006055150969642419,749,281,1030,Nielsen N.V. Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
NLY,-5.296482258892979,-0.10554345170985611,441,960,1401,Annaly Capital Management Inc Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
NMFC,-24.673136893954254,-0.024828539246961344,101,26,127,New Mountain Finance Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
NMR,0.13189873407790056,0.01599957194953273,229,583,812,Nomura Holdings Inc ADR American Depositary Shares,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
NNI,8.430340012228893,0.1354671300046851,575,881,1456,"Nelnet, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
NNN,29.45129766356253,0.03309891797380623,937,57,994,National Retail Properties Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
NOAH,3.09454906915125,0.13706314481813722,342,755,1097,Noah Holdings Limited,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
NOC,15.629719661335841,0.10685316288801629,1022,77,1099,Northrop Grumman Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
NOK,-9.393248496503498,0.03401166347212593,997,1150,2147,Nokia Corporation Sponsored American Depositary Shares,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
NOV,-2.5361231313926043,-0.34470354750682214,717,153,870,"National Oilwell Varco, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
