name,pe,roic,pe_rank,roic_rank,rank,Full Name,Website
GMED,61.12979645109253,0.08077215975179204,422,275,697,"Globus Medical, Inc. Class A Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
GNRC,57.412863353573556,0.17201556421433525,157,254,411,Generac Holdlings Inc. Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
GOF,-98.83712510671552,-0.014701769733125584,309,407,716,Guggenheim Strategic Opportunities Fund Common Shares of Beneficial Interest,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
GOL,-0.8989398120749524,-4.865431821059244,756,224,980,Gol Linhas Aereas Inteligentes S.A. Sponsored ADR representing Pfd Shares,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
GPC,-564.0713267129407,0.05270515446922403,446,304,750,Genuine Parts Company Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
GPI,10.762819368935427,0.11405427049003604,1080,553,1633,"Group 1 Automotive, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
GPK,28.246757322175732,0.0410221923335575,574,431,1005,Graphic Packaging Holding Company,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
GPM,-10.931867730963006,-0.07611865229836363,219,644,863,Guggenheim Enhanced Equity Income Fund,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
GPN,108.01969658917301,0.014979047702823134,633,122,755,Global Payments Inc. Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
GPRK,-9.691376049018576,-0.06910124595552822,191,909,1100,Geopark Ltd Common Shares,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
GPS,-10.415364727608496,-0.14413598873466105,384,173,557,"Gap, Inc. (The) Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
GRA,-2245.6511111111113,0.00015594785103861269,868,802,1670,W.R. Grace & Co. Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
GRUB,-41.0356379081361,-0.08705405568944728,594,608,1202,GrubHub Inc. Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
GS,17.794999999999998,0.008541268653756212,475,427,902,"Goldman Sachs Group, Inc. (The) Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
GTN,9.105483870967742,0.04389737505561323,347,56,403,"Gray Communications Systems, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
GTS,9.757131778713777,0.033654606362578096,932,915,1847,Triple,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
GTT,-0.7112722709011735,-0.038918711656441715,393,478,871,"GTT Communications, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
GTY,17.918338329394132,0.053994283708881576,600,266,866,Getty Realty Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
GVA,94.91735293902686,0.015103669203530469,839,221,1060,Granite Construction Incorporated Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
GWB,-2.624553822614875,-0.05584054548901867,509,190,699,"Great Western Bancorp, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
GWRE,-697.5013625869989,-0.00840650999902118,1033,295,1328,"Guidewire Software, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
GWW,30.07924028776978,0.1950968273588793,977,1069,2046,"W.W. Grainger, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
H,-12.318829302987197,-0.11786372007366483,316,635,951,Hyatt Hotels Corporation Class A Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
HAE,91.3588938112972,0.06848310913032489,713,1086,1799,Haemonetics Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
HAL,-7.263310696095077,-0.19804416015745127,836,465,1301,Halliburton Company Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
HASI,54.29781900783829,0.028497357634355885,1057,1079,2136,"Hannon Armstrong Sustainable Infrastructure Capital, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
HBI,38.27010488602588,0.022855841813054976,968,459,1427,Hanesbrands Inc. Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
HCA,16.772362493340438,0.1399989687000464,437,857,1294,"HCA Holdings, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
HCC,-28.099317692458264,-0.045688278531371716,751,30,781,"HCC Insurance Holdings, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
HCI,16.117171058936275,0.048685529389144055,661,828,1489,"HCI Group, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
HD,28.195428989751097,0.32183797322030633,567,840,1407,"Home Depot, Inc. (The) Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
HDB,0.5015133381505351,0.09386602265176876,721,562,1283,HDFC Bank Limited Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
HE,24.935083491405727,0.014435669772183475,963,1175,2138,"Hawaiian Electric Industries, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
HEI,54.43999213335711,0.11034310686364943,42,899,941,Heico Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
HEP,11.653472939902917,0.0859221580404441,476,999,1475,"Holly Energy Partners, L.P. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
HES,-7.213787787856449,-0.16571694383067798,1069,996,2065,Hess Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
HFC,-13.932151391045295,-0.0600937176633989,128,423,551,HollyFrontier Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
HGH,4.69419369189587,39.705380409100115,710,1048,1758,"Hartford Financial Services Group, Inc. (The) 7.875% Fixed to Floating Rate Junior Subordinated Debentures due 2042",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
HHC,-206.07921082817163,0.00100563881130172,449,87,536,Howard Hughes Corporation (The) Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
HI,198.45819587628867,0.03302758137460985,947,1093,2040,Hillenbrand Inc Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
HIG,10.778338815789473,0.1057324246102138,825,425,1250,"Hartford Financial Services Group, Inc. (The) Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
HII,10.952666666666666,0.13657056145675264,124,794,918,"Huntington Ingalls Industries, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
HIW,12.919635465541361,0.07244210828851841,353,530,883,"Highwoods Properties, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
HL,-56.54604820713738,-0.026066295464375354,1018,215,1233,Hecla Mining Company Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
HLF,15.199938271604937,0.2649835796387521,203,141,344,Herbalife Ltd. Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
HLT,-48.35255944055944,-0.06450712091594527,765,1052,1817,Hilton Worldwide Holdings Inc. Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
HLX,43.372134030846944,0.0006232618632690558,188,371,559,"Helix Energy Solutions Group, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
HMC,0.12334693476973176,0.04400384017378958,142,965,1107,"Honda Motor Company, Ltd. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
HMLP,9.28854648034025,0.0693778058399507,850,937,1787,Hoegh LNG Partners LP Common Units representing Limited Partner Interests,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
HMN,13.381648701121403,0.01184581460453553,221,633,854,Horace Mann Educators Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
HNI,35.52968650483687,0.06777296109106806,32,674,706,HNI Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
HOG,4326.822681047765,-0.001959234227136901,663,490,1153,Harley,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
HON,31.326639045825488,0.13245500011015884,1043,935,1978,Honeywell International Inc. Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
HP,-6.772338664517599,-0.15148655127095925,466,607,1073,"Helmerich & Payne, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
HPP,2105.31644197446,0.0020248098983257053,1153,1155,2308,"Hudson Pacific Properties, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
HPQ,19.71775780240074,0.34315298235379904,501,689,1190,Hewlett,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
HR,55.88551681806219,0.019355902484536995,502,376,878,Healthcare Realty Trust Incorporated Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
HRB,11.930813405078851,213.61176823261522,1040,775,1815,"H&R Block, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
HRC,28.995149253731345,0.08004274646005878,640,1154,1794,Hill,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
HRL,29.431820218341052,0.12899382621293481,61,1114,1175,Hormel Foods Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
HSC,-54.13835085987625,-0.0126764934436565,531,244,775,Harsco Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
HST,-15.955967213114754,-0.09344612991054065,634,1139,1773,"Host Hotels & Resorts, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
HSY,24.86648438275945,0.20648844629217827,146,988,1134,The Hershey Company Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
HT,-5.019888257275702,-0.048044264270844746,302,398,700,Hersha Hospitality Trust Class A Common Shares of Beneficial Interest,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
HTA,113.84750636664259,0.008119163611434565,622,805,1427,"Healthcare Trust of America, Inc. Class A Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
HTGC,18.50207224216912,0.03990019599359614,615,290,905,"Hercules Technology Growth Capital, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
HTH,7.611397922453755,0.0342719758739748,608,737,1345,Hilltop Holdings Inc.,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
HUBS,-252.85850113488024,-0.05289407113848409,920,985,1905,"HubSpot, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
HUM,15.948897273537272,0.21320973348783315,807,1045,1852,Humana Inc. Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
HUN,6.113586073500968,0.050044550044550044,495,166,661,Huntsman Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
HVT,11.171439778183538,0.1608230411205653,930,889,1819,"Haverty Furniture Companies, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
HXL,157.05741935483871,0.000757461594732992,1006,15,1021,Hexcel Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
HY,42.94955498652291,0.03822463768115942,992,792,1784,Hyster,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
HZO,13.891073770899917,0.18000198849160484,518,257,775,"MarineMax, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
IBM,20.26866213314245,0.03994763225439699,173,146,319,International Business Machines Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
IBN,0.4089566212262532,0.04008894081274463,1096,434,1530,ICICI Bank Limited Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
IBP,34.845022172585075,0.13790670951775702,627,568,1195,"Installed Building Products, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
ICE,30.212139779798946,0.07240648150571974,832,982,1814,Intercontinental Exchange Inc. Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
IDA,20.19206797533454,0.03917168171855493,1159,604,1763,"IDACORP, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
IEX,40.361156208143406,0.11713578426733477,450,415,865,IDEX Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
IFF,36.70981983076528,0.04379303042570012,905,91,996,"Internationa Flavors & Fragrances, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
IGT,-4.743358167636401,-0.07425603681776968,857,641,1498,International Game Technology Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
IHC,159.14443078436193,0.013495090545162257,1035,508,1543,Independence Holding Company Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
IIM,5.68238964260914,0.10118179032343758,553,475,1028,Invesco Value Municipal Income Trust Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
IMAX,-15.860511783964366,-0.17067732612429468,299,377,676,Imax Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
INGR,17.757793103448275,0.0937037037037037,813,541,1354,Ingredion Incorporated Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
INN,-7.792882606966702,-0.08705366078808616,687,456,1143,"Summit Hotel Properties, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
IP,44.11019785879668,0.027737475463002474,459,43,502,International Paper Company Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
IPG,32.64918114497294,0.0426957528775023,222,112,334,"Interpublic Group of Companies, Inc. (The) Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
IPHI,-138.99086284714784,-0.06761491416978203,1145,549,1694,Inphi Corporation Common Stock $0.001 par value,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
IQI,6.060996038582614,0.09568222813648851,619,104,723,Invesco Quality Municipal Income Trust Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
IR,-604.6365169118343,-0.0013392857142857143,842,9,851,Ingersoll,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
IRET,12.301878837395126,0.05661444906934384,891,1081,1972,Investors Real Estate Trust Shares of Beneficial Interest,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
IRM,31.022297916794333,0.030666293004229538,1182,1046,2228,Iron Mountain Incorporated (Delaware)Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
IT,62.07460406005736,0.0746558351167559,168,96,264,"Gartner, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
ITT,105.00281379310346,0.02501027417366289,684,680,1364,ITT Corporation Common Stock New,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
ITW,32.029679943100994,0.20763264992705213,589,1195,1784,Illinois Tool Works Inc. Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
IVC,-12.06322809920202,-0.025530049818682354,503,60,563,Invacare Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
IVR,-0.3716276377221952,-0.8947534819411189,1102,730,1832,INVESCO MORTGAGE CAPITAL INC Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
IVZ,15.314206932773109,0.03980075424495464,169,742,911,Invesco Plc New Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
IX,0.08991412100807009,0.027427936098526222,1076,594,1670,Orix Corp Ads Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
JBL,32.89156258595691,0.05143606482239623,1166,196,1362,"Jabil Circuit, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
JBT,42.10588235294118,0.10790566597448828,979,572,1551,John Bean Technologies Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
JCI,47.49453737811484,0.032788876070192485,912,59,971,"Johnson Controls, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
JGH,-196.42282752776026,-0.0038172235967193976,275,444,719,Nuveen Global High Income Fund Common Shares of Beneficial Interest,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
JHX,81.53187696322816,0.08401115500813386,5,320,325,James Hardie Industries plc American Depositary Shares (Ireland),https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
JKS,9.660262205638274,0.08338101603028264,510,346,856,JinkoSolar Holding Company Limited American Depositary Shares (each representing 4 Common Shares),https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
JLL,32.92118503771229,0.04511827274170503,1129,467,1596,Jones Lang LaSalle Incorporated Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
JNJ,33.475126683673466,0.10519558009380593,368,1177,1545,Johnson & Johnson Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
JNPR,31.909131109387122,0.036745552291747495,733,1105,1838,"Juniper Networks, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
JOE,65.06610894299051,0.059685334152858795,12,362,374,St. Joe Company (The) Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
JPI,19.00663785544728,0.041429737374735175,27,536,563,Nuveen Preferred and Income Term Fund Common Shares of Beneficial Interest,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
JWN,-11.183686440677965,-0.17482001107624145,80,535,615,"Nordstrom, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
K,8.549058823529412,0.3013795265715629,69,526,595,Kellogg Company Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
KAI,21.395739692379053,0.15990127168825666,421,202,623,Kadant Inc Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
KAMN,-21.906005850133347,-0.07250962679305108,1184,560,1744,Kaman Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
KAR,4236.007094959999,0.0011874395285425279,1095,589,1684,"KAR Auction Services, Inc Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
KBH,17.153341368237406,0.006165177176426473,115,422,537,KB Home Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
KBR,-67.44300966263889,-0.0058823529411764705,1017,318,1335,"KBR, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
KEX,-23.282731854200595,-0.06108635502704034,737,539,1276,Kirby Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
KEY,15.219672732688013,0.009175772657848648,776,912,1688,KeyCorp Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
KEYS,40.18147798742138,0.11836734693877551,534,1002,1536,Keysight Technologies Inc. Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
KFY,209.37311787307883,0.01663518034841318,819,800,1619,Korn/Ferry International Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
KGC,7.753975569128262,0.16538377457917688,3,278,281,Kinross Gold Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
KIM,8.041542899858639,0.08252035292598517,1060,117,1177,Kimco Realty Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
KKR,134.27154754463726,-0.009851910542486705,958,242,1200,KKR & Co. L.P. Common Units Representing Limited Partnership Interest,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
KMB,19.159878826530615,0.2644404332129964,629,399,1028,Kimberly,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
